,loss,accuracy,val_loss,val_accuracy
0,1.0274980681468822,0.7109404802322388,0.504794214385437,0.8530611991882324
1,0.2011255360366786,0.9384520053863525,0.4232933806251236,0.898639440536499
2,0.1219772596861238,0.962834358215332,0.3506094460483311,0.9147392511367798
3,0.10009164196563611,0.9693179726600647,0.47618839347443614,0.9058957099914551
4,0.08219903206500981,0.9748358726501465,0.39230441018820755,0.9097505807876587
5,0.08617252177257155,0.975284218788147,0.5958380403263228,0.8882086277008057
6,0.08369261367221226,0.9752957224845886,0.43371177319175397,0.9131519198417664
7,0.07404904404009874,0.9783995747566223,0.5113606409062029,0.902267575263977
8,0.07147126804588141,0.9789283871650696,0.4371820689666839,0.9115646481513977
9,0.06897697925387318,0.9809631109237671,0.4497899178170563,0.9160997867584229
10,0.049504639948312334,0.985572874546051,0.7859297028168309,0.9115646481513977
11,0.06717124595125244,0.9816873669624329,0.38578351511326436,0.9256235957145691
12,0.0494952382335026,0.9858717918395996,0.593646455664703,0.9111111164093018
13,0.048705874470666335,0.9860901832580566,0.6102152966283887,0.9088435173034668
14,0.07816274472469223,0.9801698923110962,0.9494235176618407,0.8936507701873779
15,0.07715363652686721,0.9799054861068726,0.6140063231147809,0.9068027138710022
16,0.07160806936014293,0.9815953969955444,0.6084249753900962,0.9108843803405762
17,0.07783654176336953,0.9806297421455383,0.4955932867511328,0.9217687249183655
18,0.08695478386494954,0.979491651058197,0.4852003208122928,0.9229024648666382
19,0.07641948718251125,0.9812620282173157,0.6045356318354607,0.9104308485984802
20,0.06598209807244611,0.9843083620071411,0.6285408270619218,0.9086167812347412
21,0.07590229394112487,0.9820207357406616,0.6046617255324409,0.9136054515838623
22,0.08269791048310514,0.9807217121124268,0.5942424491519857,0.9249433279037476
23,0.07789481473591464,0.9829288721084595,0.8758923488434683,0.8970521688461304
24,0.08361488906588488,0.9808711409568787,0.8029576845669828,0.9156462550163269
25,0.12098876410141496,0.9753072261810303,0.7040557854739177,0.9056689143180847
26,0.10940187303143131,0.9774684309959412,0.9452899712241358,0.8961451053619385
