,loss,accuracy,val_loss,val_accuracy
0,1.161133165542527,0.6855119466781616,0.4931743831996745,0.8396825194358826
1,0.19956519918622034,0.9431537389755249,0.37951331595444626,0.8879818320274353
2,0.10837908976495957,0.968191385269165,0.3720144890333249,0.9020408391952515
3,0.07108826245045283,0.9788019061088562,0.380183606427543,0.9158729910850525
4,0.05754749034189886,0.9824345707893372,0.35185200343259065,0.9158729910850525
5,0.042245754116500035,0.9865730404853821,0.39897523315247496,0.9174603223800659
6,0.03239560457667491,0.9902056455612183,0.3652618156437701,0.9290249347686768
7,0.02838898545176021,0.9915161728858948,0.43632606455798595,0.9192743897438049
8,0.027376024322987243,0.9912287592887878,0.35779703139853314,0.9265305995941162
9,0.027180081533744467,0.9914931654930115,0.5145190421044151,0.9172335863113403
10,0.021742444249882285,0.9933899641036987,0.46674264593624304,0.9258503317832947
11,0.017271578554013792,0.9946659803390503,0.43982818642643845,0.9269841313362122
12,0.01623914010630809,0.9950223565101624,0.3883172668111162,0.9297052025794983
13,0.013660145099402112,0.99579256772995,0.3886743264995059,0.9297052025794983
14,0.014578962365301307,0.9953557252883911,0.4728716673612459,0.9176870584487915
15,0.013568351164741532,0.9960569739341736,0.43080661940871995,0.9147392511367798
16,0.012626121732460038,0.9959535002708435,0.4319044304314722,0.9342403411865234
17,0.016108974844045085,0.9953212738037109,0.4130849787901534,0.9321995377540588
18,0.0170449308166381,0.9948154091835022,0.6353324124568444,0.8999999761581421
19,0.013994086795099144,0.9954361915588379,0.4151121622578678,0.9303854703903198
20,0.016702337821175056,0.9950453639030457,0.5558461057330015,0.9154195189476013
21,0.011758931590860227,0.9962179064750671,0.44479488492468183,0.9251700639724731
22,0.009322481826052123,0.9972295165061951,0.5131372167295913,0.920634925365448
23,0.013364461612272211,0.9964478015899658,0.6209272062354996,0.9129251837730408
24,0.01625273182401185,0.995252251625061,0.6305361928420391,0.9117913842201233
25,0.009526388704690695,0.9971030950546265,0.5072266401566751,0.9297052025794983
26,0.009067239896766182,0.9969996213912964,0.8541883725267486,0.9117913842201233
27,0.005655603530845526,0.9983330965042114,0.5604899270662747,0.9299319982528687
28,0.005571849084325722,0.9986090064048767,0.44922084031475984,0.9321995377540588
29,0.009451399456546201,0.9972755312919617,0.6812096515560603,0.916553258895874
30,0.007913052576437984,0.9977813363075256,0.4592846040204252,0.9321995377540588
31,0.001278993489439032,0.9997010827064514,0.4358777494938697,0.942176878452301
32,0.0002787482417168812,0.9999540448188782,0.479657806794982,0.9428571462631226
33,0.00042036540386025694,0.9998505711555481,0.4714544519812622,0.9401360750198364
34,0.0008392112503904911,0.9997010827064514,0.4798308700943987,0.9424036145210266
35,0.0003145631491038848,0.9999080300331116,0.5248310768246275,0.9399092793464661
36,0.0001627277158793482,0.9999769926071167,0.49073500508324586,0.9414966106414795
37,3.640157187392937e-05,1.0,0.4971465150495803,0.942176878452301
38,2.677985568222652e-05,1.0,0.5001508008813469,0.942176878452301
39,2.2839479178778853e-05,1.0,0.5000804989456653,0.9433106780052185
40,2.0648898407904012e-05,1.0,0.5010999803880379,0.942630410194397
41,1.8068657285970054e-05,1.0,0.5051361260441336,0.9430838823318481
42,1.6796411077049797e-05,1.0,0.5062876057207065,0.9435374140739441
43,1.5855311776603612e-05,1.0,0.5081268931378274,0.9433106780052185
44,1.4650945519902657e-05,1.0,0.5100051884472168,0.942630410194397
45,1.3958719301269065e-05,1.0,0.5116754308463279,0.9428571462631226
46,1.3183981357744966e-05,1.0,0.5123448970559146,0.9424036145210266
47,1.2638694267438486e-05,1.0,0.5142642439811625,0.942630410194397
48,1.1951609761749607e-05,1.0,0.5168680467639845,0.9424036145210266
49,1.1397470382706853e-05,1.0,0.5186163842793305,0.942630410194397
